"drug_name"	"original_smiles"
"PICROTOXIN"	"CC(=C)[C@@H]1[C@H]2OC(=O)[C@@H]1[C@]3(O)C[C@H]4OC45C(=O)O[C@H]2[C@]35C.CC(C)(O)[C@@H]6[C@H]7OC(=O)[C@@H]6[C@]8(O)C[C@H]9OC9%10C(=O)O[C@H]7[C@]8%10C"
"PRANLUKAST"	"O=C(Nc1cccc2C(=O)C=C(Oc12)c3nn[nH]n3)c4ccc(OCCCCc5ccccc5)cc4"
"BRL-15,572"	"OC(CN1CCN(CC1)c2cccc(Cl)c2)C(c3ccccc3)c4ccccc4"
"BRADYKININ"	"N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)NCC(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CO)C(=O)N4CCC[C@H]4C(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O"
"NEUROTENSIN"	"CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]3CCCN3C(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc4ccc(O)cc4)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]5CCC(=O)N5)C(=O)N[C@@H](CC(C)C)C(=O)O"
"ISONIPECOTIC ACID"	"OC(=O)C1CCNCC1"
"ATENOLOL"	"CC(C)NCC(O)COc1ccc(CC(=O)N)cc1"
"VAPREOTIDE"	"CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](Cc4ccc(O)cc4)NC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)N[C@@H](Cc5c[nH]c6ccccc56)C(=O)N)NC(=O)[C@H](N)Cc7ccccc7"
"CHEMBL185515"	"CC(C)C1N(C)CCc2ccc(cc12)C3CC3c4ccc5cc(ccc5c4)C(=N)N"
"ASTEMIZOLE"	"COc1ccc(CCN2CCC(CC2)Nc3nc4ccccc4n3Cc5ccc(F)cc5)cc1"
"ETHCHLORVYNOL"	"CCC(O)(\C=C\Cl)C#C"
"CHEMBL111545"	"CCCOC(=O)c1c(CCC)c(C(=O)SCC)c(CC)nc1c2ccccc2"
"NORTRIPTYLINE"	"CNCCC=C1c2ccccc2CCc3ccccc13"
"MOLINDONE"	"CCc1c(C)[nH]c2CCC(CN3CCOCC3)C(=O)c12"
"CHEMBL525028"	"CC[C@@H](C)[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](N)Cc4c[nH]cn4)C(C)C)[C@@H](C)O)[C@H](C)O)C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)N)C(=O)O"
"CHEMBL26736"	"NC1CCc2cc(O)c(O)cc2C1"
"RESINIFERATOXIN"	"COc1cc(CC(=O)OCC2=C[C@H]3[C@H]4OC5(Cc6ccccc6)O[C@@]4(C[C@@H](C)[C@]3(O5)[C@@H]7C=C(C)C(=O)[C@@]7(O)C2)C(=C)C)ccc1O"
"CABOZANTINIB"	"COc1cc2nccc(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc5ccc(F)cc5)cc3)c2cc1OC"
"TUBOCURARINE"	"COc1cc2CC[N+](C)(C)[C@@H]3Cc4ccc(O)c(Oc5cc6[C@H](Cc7ccc(Oc(c1O)c23)cc7)N(C)CCc6cc5OC)c4"
"REGORAFENIB"	"CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)c(F)c2)ccn1"
"TOLBUTAMIDE"	"CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1"
"LURASIDONE"	"O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1C[C@@H]4CCCC[C@H]4CN5CCN(CC5)c6nsc7ccccc67"
"VOXTALISIB"	"CCN1C(=O)C(=Cc2c(C)nc(N)nc12)c3cc[nH]n3"
"CHEMBL395336"	"NC1=Nc2c(ncn2[C@@H]3O[C@@H]4COP(=O)(O)O[C@H]4[C@H]3O)C(=O)N1"
"ALECTINIB"	"CCc1cc2C(=O)c3c([nH]c4cc(ccc34)C#N)C(C)(C)c2cc1N5CCC(CC5)N6CCOCC6"
"METHACHOLINE CHLORIDE"	"[Cl-].CC(C[N+](C)(C)C)OC(=O)C"
"CHEMBL605836"	"Cn1c(CN2CCN(CC2)c3ncc(cc3Cl)C(F)(F)F)nc4ccccc14"
"LASMIDITAN"	"CN1CCC(CC1)C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2"
"PYRILAMINE"	"COc1ccc(CN(CCN(C)C)c2ccccn2)cc1"
"AZILSARTAN"	"CCOc1nc2cccc(C(=O)O)c2n1Cc3ccc(cc3)c4ccccc4c5noc(O)n5"
"CHEMBL77287"	"OC(=O)C1=CCCN(CCOC(c2ccc(cc2)C(F)(F)F)c3ccc(cc3)C(F)(F)F)C1"
"GABOXADOL"	"Oc1noc2CNCCc12"
"LENVATINIB"	"COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(=O)N"
"APIXABAN"	"COc1ccc(cc1)n2nc(C(=O)N)c3CCN(C(=O)c23)c4ccc(cc4)N5CCCCC5=O"
"CGP-12177"	"CC(C)(C)NCC(O)COc1cccc2NC(=O)Nc12"
"GALANIN"	"CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc4c[nH]c5ccccc45)NC(=O)CN)[C@@H](C)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](Cc6c[nH]cn6)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc7ccccc7)C(=O)N[C@@H](Cc8c[nH]cn8)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc9ccc(O)cc9)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N"
"CHEMBL491316"	"ONC(=O)\C=C\c1ccc2c(c1)nc(CCc3ccccc3)n2CCN4CCCC4"
"PIPERINE"	"O=C(\C=C\C=C\c1ccc2OCOc2c1)N3CCCCC3"
"CHEMBL3286797"	"COc1ccc2cc(OCC3(CN(C3)C(=O)c4ccc(F)cc4)C(=O)O)ccc2c1"
"METHYLLYCACONITINE"	"CCN1C[C@]2(COC(=O)c3ccccc3N4C(=O)C[C@H](C)C4=O)CC[C@H](OC)[C@@]56[C@@H]7C[C@@H]8[C@H](C[C@@](O)([C@H]7[C@H]8OC)[C@](O)([C@@H](OC)[C@H]25)[C@H]16)OC"
"TALADEGIB"	"CN(C1CCN(CC1)c2nnc(c3ccnn3C)c4ccccc24)C(=O)c5ccc(F)cc5C(F)(F)F"
"ASPIRIN"	"CC(=O)Oc1ccccc1C(=O)O"
"CHEMBL435278"	"CC(C)(Oc1ccc(CCCN(CCc2c(F)cccc2Cl)C(=O)Nc3cccc(Cl)c3Cl)cc1)C(=O)O"
"NAFCILLIN"	"CCOc1ccc2ccccc2c1C(=O)N[C@H]3[C@H]4SC(C)(C)[C@@H](N4C3=O)C(=O)O"
"CHEMBL171804"	"CC(C)[C@@H](O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C"
"ZALEPLON"	"CCN(C(=O)C)c1cccc(c1)c2ccnc3c(cnn23)C#N"
"PERGOLIDE"	"CCCN1C[C@H](CSC)C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34"
"FALNIDAMOL"	"CN1CCC(CC1)Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2"
"CHEMBL1684954"	"C[C@@H](NC(=O)Cc1ccc(cc1)C2CC2)c3ccc(OCC(F)(F)F)cn3"
"CHEMBL378577"	"Oc1ccc(cc1)C(=O)C=C"
"CHEMBL3114673"	"N[C@@H](CCP(=O)(O)C(O)c1ccc(OCC(=O)O)cc1)C(=O)O"
"KETOROLAC"	"OC(=O)C1CCn2c1ccc2C(=O)c3ccccc3"
"BENDROFLUMETHIAZIDE"	"NS(=O)(=O)c1cc2c(NC(Cc3ccccc3)NS2(=O)=O)cc1C(F)(F)F"
"ZAFIRLUKAST"	"COc1cc(ccc1Cc2cn(C)c3ccc(NC(=O)OC4CCCC4)cc23)C(=O)NS(=O)(=O)c5ccccc5C"
"FLUFENAMIC ACID"	"OC(=O)c1ccccc1Nc2cccc(c2)C(F)(F)F"
"CHEMBL3307195"	"CCOC(=O)OC(C)OC(=O)CNC(=O)[C@@H](CSSC[C@@H](N)CCSC)Cc1ccccc1"
"VERAPAMIL"	"COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC"
"OCTREOTIDE"	"C[C@@H](O)[C@@H](CO)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](N)Cc2ccccc2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@H](Cc4c[nH]c5ccccc45)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1"
"TESEVATINIB"	"COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC[C@@H]4C[C@@H]5CN(C)C[C@@H]5C4"
"OXIGLUTATIONE"	"N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O"
"METHYLPHENIDATE"	"COC(=O)C(C1CCCCN1)c2ccccc2"
"AMITRIPTYLINE"	"CN(C)CCC=C1c2ccccc2CCc3ccccc13"
"CHEMBL513994"	"Fc1ccc(CN2CCC(CC2)Nc3ncnc4sc(Cl)cc34)cc1C#N"
"NMS-1286937"	"COc1ccc(cc1Nc2ncc3CCc4c(nn(C)c4c3n2)C(=O)N)N5CCN(C)CC5"
"PERPHENAZINE"	"OCCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1"
"CHEMBL1765119"	"O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(=O)(O)OP(=O)(O)C(F)(F)P(=O)(O)O)N2C=CC(=S)NC2=O"
"NORADRENALINE"	"NC[C@H](O)c1ccc(O)c(O)c1.OC(C(O)C(=O)O)C(=O)O"
"RITANSERIN"	"CC1=C(CCN2CCC(=C(c3ccc(F)cc3)c4ccc(F)cc4)CC2)C(=O)N5C=CSC5=N1"
"CHEMBL20963"	"COc1ccc(NC(=O)c2ccc(cc2)c3ccc(cc3C)c4noc(C)n4)cc1OCCN(C)C"
"CHEMBL1895774"	"OC(=O)Cc1c(Cl)ccc(Cl)c1Cl"
"8-OH-DPAT"	"CCCN(CCC)C1CCc2cccc(O)c2C1"
"APOMORPHINE"	"CN1CCc2cccc3c2[C@H]1Cc4ccc(O)c(O)c34"
"Siponimod"	"CCc1cc(ccc1CN2CC(C2)C(=O)O)\C(=N\OCc3ccc(C4CCCCC4)c(c3)C(F)(F)F)\C"
"LUCITANIB"	"CNC(=O)c1cccc2cc(Oc3ccnc4cc(OCC5(N)CC5)c(OC)cc34)ccc12"
"YOHIMBINE"	"COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12"
"GALUNISERTIB"	"Cc1cccc(n1)c2nn3CCCc3c2c4ccnc5ccc(cc45)C(=O)N"
"SEROTONIN"	"NCCc1c[nH]c2ccc(O)cc12"
"INIPARIB"	"NC(=O)c1ccc(I)c(c1)[N+](=O)[O-]"
"PHENELZINE"	"NNCCc1ccccc1"
"ARGIPRESTOCIN"	"CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@H](NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CCC(=O)N)NC1=O)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N"
"ENZASTAURIN"	"Cn1cc(C2=C(C(=O)NC2=O)c3cn(C4CCN(Cc5ccccn5)CC4)c6ccccc36)c7ccccc17"
"D-LACTIC ACID"	"C[C@@H](O)C(=O)O"
"CHEMBL605003"	"CN(C)S(=O)(=O)c1ccc2NC(=O)\C(=C/c3cc4CCCCc4[nH]3)\c2c1"
"DICLOXACILLIN"	"Cc1onc(c1C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O)c4c(Cl)cccc4Cl"
"VALPROIC ACID"	"CCCC(CCC)C(=O)O"
"CHEMBL21156"	"CC(C)(C)c1nc2c3ccc(F)cc3c4C(=O)NC=Cc4c2[nH]1"
"PHLORETIN"	"Oc1ccc(CCC(=O)c2c(O)cc(O)cc2O)cc1"
"DOVITINIB"	"CN1CCN(CC1)c2ccc3nc([nH]c3c2)C4=C(N)c5c(F)cccc5NC4=O"
"ARTEPILLIN"	"CC(=CCc1cc(\C=C\C(=O)O)cc(CC=C(C)C)c1O)C"
"DORSOMORPHIN"	"C(CN1CCCCC1)Oc2ccc(cc2)c3cnc4c(cnn4c3)c5ccncc5"
"GLUCAGON"	"CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@@H](NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc4ccc(O)cc4)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](Cc5ccc(O)cc5)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc6ccccc6)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CO)NC(=O)[C@@H](N)Cc7c[nH]cn7)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H]([C@@H](C)O)C(=O)O"
"GEFITINIB"	"COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN4CCOCC4"
"CHEMBL298475"	"CN([C@@H]1[C@@H](O)C(C)(C)Oc2ccc(OCCCC(F)(F)F)cc12)S(=O)(=O)C"
"TRYPTAMINE"	"NCCc1c[nH]c2ccccc12"
"CHEMBL74121"	"Cc1ncc2COP(=O)(O)OCc2c1O"
"MLN-2480"	"C[C@@H](NC(=O)c1ncnc(N)c1Cl)c2ncc(s2)C(=O)Nc3cc(c(Cl)cn3)C(F)(F)F"
"CHEMBL306645"	"COc1cc(OC2CCN(Cc3ccc[n+]([O-])c3C)CC2)ccc1C(=O)N4CCC(CC4)N5C(=O)OCc6ccccc56"
"CHEMBL261454"	"c1ccc(nc1)c2n[nH]cc2c3ccnc4ccccc34"
"RGB-286638"	"COCCN1CCN(Cc2ccc(cc2)c3n[nH]c4c5cccc(NC(=O)NN6CCOCC6)c5C(=O)c34)CC1"
"OXAPROZIN"	"OC(=O)CCc1oc(c2ccccc2)c(n1)c3ccccc3"
"CHEMBL71053"	"O=C(Nc1nc(cc2ccccc12)c3ccccn3)c4ccccc4"
"QUIPAZINE"	"C1CN(CCN1)c2ccc3ccccc3n2"
"CHEMBL2153434"	"Cc1nnc2C(NC(=O)OCc3ccccc3)N=C(c4ccccc4)c5ccccc5n12"
"GABOXADOL"	"Oc1noc2CNCCc12"
"CHEMBL602365"	"Cc1nc(NC(=N)N)nc2ccccc12"
"MK-2206"	"NC1(CCC1)c2ccc(cc2)c3nc4C=CN5C(=O)NN=C5c4cc3c6ccccc6"
"CHEMBL3184070"	"COc1cc(c(OC)cc1Cl)c2nc(NC(=O)c3cc4cc(C)cc(C)c4n3CC(=O)O)sc2CCC5CCCCC5.OC(=O)C(F)(F)F"
"WORTMANNIN"	"COC[C@H]1OC(=O)c2coc3C(=O)C4=C([C@@H](C[C@@]5(C)[C@H]4CCC5=O)OC(=O)C)[C@]1(C)c23"
"AZD-4547"	"COc1cc(CCc2cc(NC(=O)c3ccc(cc3)N4CC(C)NC(C)C4)n[nH]2)cc(OC)c1"
"DASATINIB"	"Cc1nc(Nc2ncc(s2)C(=O)Nc3c(C)cccc3Cl)cc(n1)N4CCN(CCO)CC4"
"HALOPERIDOL"	"OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3"
"TEMSIROLIMUS"	"CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(/C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC)CC[C@H]1OC(=O)C(C)(CO)CO"
"VORINOSTAT"	"ONC(=O)CCCCCCC(=O)Nc1ccccc1"
"ALVOCIDIB"	"CN1CC[C@@H]([C@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl"
"MIDOSTAURIN"	"CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35)N(C)C(=O)c9ccccc9"
"CHEMBL191971"	"CN1CCN(CC1)c2cc3N(CCc3cc2Cl)C(=O)Nc4ccc(c5ccncc5)c6ccccc46"
"PUTRESCINE"	"NCCCCN"
"ACLIDINIUM"	"OC(C(=O)O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)(c4cccs4)c5cccs5"
"QUETIAPINE"	"OCCOCCN1CCN(CC1)C2=Nc3ccccc3Sc4ccccc24"
"GALANIN"	"CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc4c[nH]c5ccccc45)NC(=O)CN)[C@@H](C)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](Cc6c[nH]cn6)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc7ccccc7)C(=O)N[C@@H](Cc8c[nH]cn8)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc9ccc(O)cc9)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N"
"CLOTRIMAZOLE"	"Clc1ccccc1C(c2ccccc2)(c3ccccc3)n4ccnc4"
"DULOXETINE"	"CNCC[C@H](Oc1cccc2ccccc12)c3cccs3"
"SEGLITIDE"	"CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc4ccc(O)cc4)NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc5ccccc5)NC1=O"
"PICTILISIB"	"CS(=O)(=O)N1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)c5cccc6[nH]ncc56)CC1"
"CHEMBL22778"	"CCCN(CCC)[C@H]1CCc2c(F)ccc(O)c2C1"
"Siponimod"	"CCc1cc(ccc1CN2CC(C2)C(=O)O)\C(=N\OCc3ccc(C4CCCCC4)c(c3)C(F)(F)F)\C"
"DEXTROAMPHETAMINE"	"C[C@H](N)Cc1ccccc1"
"CHEMBL373250"	"Cn1ncnc1COc2nn3c(nnc3cc2C(C)(C)C)c4cc(F)ccc4F"
"CHEMBL34155"	"OS(=O)(=O)C1CCNCC1"
"LANREOTIDE"	"CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc4ccc(O)cc4)NC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N)NC(=O)[C@H](N)Cc5ccc6ccccc6c5"
"ALBUTEROL"	"CC(C)(C)NCC(O)c1ccc(O)c(CO)c1"
"(R)-PIA"	"C[C@H](Cc1ccccc1)Nc2ncnc3c2ncn3[C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O"
"PF-04217903"	"OCCn1cc(cn1)c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2"
"FLUOCINONIDE"	"CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]23C"
"URIDINE DIPHOSPHATE GLUCOSE"	"OC[C@H]1O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N3C=CC(=O)NC3=O)[C@H](O)[C@@H](O)[C@@H]1O"
"APOMORPHINE"	"CN1CCc2cccc3c2[C@H]1Cc4ccc(O)c(O)c34"
"ETHYNODIOL DIACETATE"	"CC(=O)O[C@H]1CC[C@@H]2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(OC(=O)C)C#C)[C@@H]3CCC2=C1"
"CHEMBL296908"	"CC(=O)NCCCOc1ccc(cc1)C(=O)N2CCC(CC2)N3C(=O)CCc4ccccc34"
"ST1535"	"CCCCc1nc(N)c2nc(n(C)c2n1)n3nccn3"
"CEBRANOPADOL"	"CN(C)[C@@]1(CC[C@]2(CC1)OCCc3c2[nH]c4ccc(F)cc34)c5ccccc5"
"N6-CYCLOPENTYLADENOSINE"	"OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NC4CCCC4)ncnc23"
"CHEMBL259026"	"OC(Cc1cccc(c1)c2cccc(NS(=O)(=O)c3ccc4ccccc4c3)c2)(P(=O)(O)O)P(=O)(O)O"
"PALBOCICLIB"	"CC(=O)C1=C(C)c2cnc(Nc3ccc(cn3)N4CCNCC4)nc2N(C5CCCC5)C1=O"
"IODOMELATONIN"	"COc1ccc2[nH]c(I)c(CCNC(=O)C)c2c1"
"FLUDARABINE"	"Nc1nc(F)nc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3O"
"CHEMBL429731"	"CC(C)C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(=O)N)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc4ccccc4)C(=O)N"
"TRIPITRAMINE"	"CN(CCCCCCCCN(C)CCCCCCN(CC(=O)N1c2ccccc2C(=O)Nc3cccnc13)CC(=O)N4c5ccccc5C(=O)Nc6cccnc46)CCCCCCNCC(=O)N7c8ccccc8C(=O)Nc9cccnc79"
"RIVASTIGMINE"	"CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C"
"CHEMBL431703"	"CCCN1C(=O)N(CCC)c2[nH]c(nc2C1=O)c3cc(OCC(=O)Nc4ccc(cc4)C(=O)O)nn3C"
"CHEMBL38827"	"CCCCN(CCCC)CC(O)c1cc(Cl)cc2\C(=C/c3ccc(Cl)cc3)\c4cc(Cl)ccc4c12"
"FORETINIB"	"COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc5ccc(F)cc5)cc3F)ccnc2cc1OCCCN6CCOCC6"
"PILOCARPINE"	"CC[C@H]1[C@@H](Cc2cncn2C)COC1=O"
"T-BUTYLBICYCLOPHOSPHOROTHIONATE"	"CC(C)(C)C12COP(=S)(OC1)OC2"
"DIETHYLPROPION"	"CCN(CC)C(C)C(=O)c1ccccc1"
"CHEMBL2431768"	"CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2CCC[C@H]2c3nc(cs3)C(=O)c4ccc(F)cc4"
"CHEMBL93655"	"COC(=O)c1c(C)[nH]c(C)c1C(=O)c2ccccc2Cc3ccccc3"
"CHEMBL294144"	"COc1cccc2N(CCCN3CCN(CC3)c4cccc(Cl)c4)C(=O)CCc12"
"CHEMBL59532"	"Cc1sc(N)c(C(=O)c2cccc(c2)C(F)(F)F)c1C"
"FLUDARABINE"	"Nc1nc(F)nc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3O"
"TAURINE"	"NCCS(=O)(=O)O"
"LONAPALENE"	"COc1c(OC)c(OC(=O)C)c2cc(Cl)ccc2c1OC(=O)C"
"CHEMBL299799"	"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)CC)[C@@]4(C)CC(=C(O4)[C@H](C)[C@@H](O)[C@]1(C)O)C"
"APITOLISIB"	"C[C@H](O)C(=O)N1CCN(Cc2sc3c(nc(nc3c2C)c4cnc(N)nc4)N5CCOCC5)CC1"
"CHLORZOXAZONE"	"Clc1ccc2OC(=O)Nc2c1"
"1'-ACETOXYCHAVICOL ACETATE"	"CC(=O)O[C@@H](C=C)c1ccc(OC(=O)C)cc1"
"OCTANOL"	"CCCCCCCCO"
"ALPELISIB"	"Cc1nc(NC(=O)N2CCC[C@H]2C(=O)N)sc1c3ccnc(c3)C(C)(C)C(F)(F)F"
"TRAXOPRODIL"	"C[C@@H]([C@@H](O)c1ccc(O)cc1)N2CCC(O)(CC2)c3ccccc3"
"METHDILAZINE"	"CN1CCC(CN2c3ccccc3Sc4ccccc24)C1"
"PRAZEPAM"	"Clc1ccc2N(CC3CC3)C(=O)CN=C(c4ccccc4)c2c1"
"(S)-PIA"	"C[C@@H](Cc1ccccc1)Nc2ncnc3c2ncn3[C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O"
"CHEMBL99521"	"C(Oc1nsnc1C2CN3CCC2CC3)C#Cc4ccccc4"
